LICENCE_NO,AREA_CODE,AREA_NAME,AREA_DESCRIPTION
9263433,AP_9263524_1634,Sydney,"MW3B2, MW3B3, MW3B5, MW3B6, MW3B8, MW3B9, MW3C, MW3D, MW3F2, MW3F3, MW3F5, MW3F9, MW3G, MW3H, MW3J2, MW3J3, MW3K, MW3L, MW3O1, MW3O2, MW3O3, MW3P1, MW3P2, MW3P3, NW1A, NW1B, NW1C, NW1D, NW1E, NW1F, NW1G, NW1H, NW1I, NW1J, NW1K, NW1L, NW1M1, NW1M2, NW1M3, NW1N1, NW1N2, NW1N3, NW1O1, NW1O2, NW1O3, NW1P1, NW1P2, NW1P3, MV9D6, MV9D9, MV9E4, MV9E5, MV9E6, MV9E7, MV9E8, MV9E9, MV9F4, MV9F5, MV9F6, MV9F7, MV9F8, MV9F9, MV9G4, MV9G5, MV9G6, MV9G7, MV9G8, MV9G9, MV9H3, MV9H4, MV9H5, MV9H6, MV9H7, MV9H8, MV9H9, MV9I, MV9J, MV9K, MV9L, MV9M, MV9N, MV9O, MV9P, NV4I5, NV4I6, NV4I8, NV4I9, NV4J4, NV4J5, NV4J6, NV4J7, NV4J8, NV4J9, MW3F6, MW3F8, NV4K4, NV4K5, NV4K6, NV4K7, NV4K8, NV4K9, NV4L4, NV4L5, NV4L6, NV4L7, NV4L8, NV4L9, NV4M2, NV4M3, NV4M5, NV4M6, NV4M8, NV4M9, NV4N, NV4O, NV4P, NV5I4, NV5I5, NV5I6, NV5I7, NV5I8, NV5I9, NV5J4, NV5J5, NV5J6, NV5J7, NV5J8, NV5J9, NV5K4, NV5K5, NV5K6, NV5K7, NV5K8, NV5K9, NV5L4, NV5L5, NV5L6, NV5L7, NV5L8, NV5L9, NV5M, NV5N, NV5O, NV5P, NV7A2, NV7A3, NV7A4, NV7A5, NV7A6, NV7A7, NV7A8, NV7A9, NV7B, NV7C, NV7D, NV7E, NV7F, NV7G, NV7H, NV7I, NV7J, NV7K, NV7L, NV7M, NV7N, NV7O, NV7P"
9263433,AP_9263524_1633,Perth,"BV1E7, BV1E8, BV1E9, BV1F7, BV1F8, BV1F9, BV1G7, BV1G8, BV1G9, BV1H7, BV1H8, BV1H9, BV1I, BV1J, BV1K, BV1L, BV1M, BV1N, BV1O, BV1P, BV2E7, BV2E8, BV2E9, BV2F7, BV2F8, BV2F9, BV2I, BV2J, BV2M, BV2N, BV4A, BV4B, BV4C, BV4D, BV4E, BV4F, BV4G, BV4H, BV4I, BV4J, BV4K, BV4L, BV4M1, BV4M2, BV4M3, BV4N1, BV4N2, BV4N3, BV4O1, BV4O2, BV4O3, BV4P1, BV4P2, BV4P3, BV5A, BV5B, BV5E, BV5F, BV5I, BV5J, BV5M1, BV5M2, BV5M3, BV5N1, BV5N2, BV5N3"
9263433,AP_9263524_1632,Melbourne,"KX3F7, KX3F8, KX3F9, KX3G7, KX3G8, KX3G9, KX3H4, KX3H5, KX3H6, KX3H7, KX3H8, KX3H9, KX3J, KX3K, KX3L, KX3M6, KX3M8, KX3M9, KX3N, KX3O, KX3P, KX6A2, KX6A3, KX6A5, KX6A6, KX6A8, KX6A9, KX6B, KX6C, KX6D, KX6E2, KX6E3, KX6E5, KX6E6, KX6E8, KX6E9, KX6F, KX6G, KX6H, KX6I2, KX6I3, KX6I5, KX6I6, KX6I8, KX6I9, KX6J, KX6K, KX6L, LX1E4, LX1E7, LX1E8, LX1E9, LX1I, LX1J1, LX1J4, LX1J5, LX1J6, LX1J7, LX1J8, LX1J9, LX1K4, LX1K7, LX1M, LX1N, LX1O, LX4A, LX4B, LX4C, LX4E, LX4F1, LX4F2, LX4F4, LX4F5, LX4F7, LX4F8, LX4I, LX4J1, LX4J2, LX4J4, LX4J5, LX4J7, LX4J8"
9263433,AP_9263524_1630,Adelaide,"IW3E5, IW3E6, IW3E8, IW3E9, IW3F4, IW3F5, IW3F6, IW3F7, IW3F8, IW3F9, IW3G4, IW3G5, IW3G6, IW3G7, IW3G8, IW3G9, IW3H4, IW3H5, IW3H6, IW3H7, IW3H8, IW3H9, IW3I2, IW3I3, IW3I5, IW3I6, IW3I8, IW3I9, IW3J, IW3K, IW3L, IW3M2, IW3M3, IW3M5, IW3M6, IW3M8, IW3M9, IW3N, IW3O, IW3P, IW6A2, IW6A3, IW6A5, IW6A6, IW6A8, IW6A9, IW6B, IW6C, IW6D, IW6E2, IW6E3, IW6E5, IW6E6, IW6E8, IW6E9, IW6F, IW6G, IW6H, JW1E4, JW1E7, JW1I1, JW1I4, JW1I7, JW1M1, JW1M4"
9263448,AP_9263499_1600,Melbourne,"KX3F7, KX3F8, KX3F9, KX3G7, KX3G8, KX3G9, KX3H4, KX3H5, KX3H6, KX3H7, KX3H8, KX3H9, KX3J, KX3K, KX3L, KX3M6, KX3M8, KX3M9, KX3N, KX3O, KX3P, KX6A2, KX6A3, KX6A5, KX6A6, KX6A8, KX6A9, KX6B, KX6C, KX6D, KX6E2, KX6E3, KX6E5, KX6E6, KX6E8, KX6E9, KX6F, KX6G, KX6H, KX6I2, KX6I3, KX6I5, KX6I6, KX6I8, KX6I9, KX6J, KX6K, KX6L, LX1E4, LX1E7, LX1E8, LX1E9, LX1I, LX1J1, LX1J4, LX1J5, LX1J6, LX1J7, LX1J8, LX1J9, LX1K4, LX1K7, LX1M, LX1N, LX1O, LX4A, LX4B, LX4C, LX4E, LX4F1, LX4F2, LX4F4, LX4F5, LX4F7, LX4F8, LX4I, LX4J1, LX4J2, LX4J4, LX4J5, LX4J7, LX4J8"
9263448,AP_9263499_1601,Perth,"BV1E7, BV1E8, BV1E9, BV1F7, BV1F8, BV1F9, BV1G7, BV1G8, BV1G9, BV1H7, BV1H8, BV1H9, BV1I, BV1J, BV1K, BV1L, BV1M, BV1N, BV1O, BV1P, BV2E7, BV2E8, BV2E9, BV2F7, BV2F8, BV2F9, BV2I, BV2J, BV2M, BV2N, BV4A, BV4B, BV4C, BV4D, BV4E, BV4F, BV4G, BV4H, BV4I, BV4J, BV4K, BV4L, BV4M1, BV4M2, BV4M3, BV4N1, BV4N2, BV4N3, BV4O1, BV4O2, BV4O3, BV4P1, BV4P2, BV4P3, BV5A, BV5B, BV5E, BV5F, BV5I, BV5J, BV5M1, BV5M2, BV5M3, BV5N1, BV5N2, BV5N3"
9263448,AP_9263499_1598,Adelaide,"IW3E5, IW3E6, IW3E8, IW3E9, IW3F4, IW3F5, IW3F6, IW3F7, IW3F8, IW3F9, IW3G4, IW3G5, IW3G6, IW3G7, IW3G8, IW3G9, IW3H4, IW3H5, IW3H6, IW3H7, IW3H8, IW3H9, IW3I2, IW3I3, IW3I5, IW3I6, IW3I8, IW3I9, IW3J, IW3K, IW3L, IW3M2, IW3M3, IW3M5, IW3M6, IW3M8, IW3M9, IW3N, IW3O, IW3P, IW6A2, IW6A3, IW6A5, IW6A6, IW6A8, IW6A9, IW6B, IW6C, IW6D, IW6E2, IW6E3, IW6E5, IW6E6, IW6E8, IW6E9, IW6F, IW6G, IW6H, JW1E4, JW1E7, JW1I1, JW1I4, JW1I7, JW1M1, JW1M4"
9263448,AP_9263499_1602,Sydney,"MW3B2, MW3B3, MW3B5, MW3B6, MW3B8, MW3B9, MW3C, MW3D, MW3F2, MW3F3, MW3F5, MW3F6, MW3F8, MW3F9, MW3G, MW3H, MW3J2, MW3J3, MW3K, MW3L, MW3O1, MW3O2, MW3O3, MW3P1, MW3P2, MW3P3, NW1A, NW1B, NW1C, NW1D, NW1E, NW1F, NW1G, NW1H, NW1I, NW1J, NW1K, NW1L, NW1M1, NW1M2, NW1M3, NW1N1, NW1N2, NW1N3, NW1O1, NW1O2, NW1O3, NW1P1, NW1P2, NW1P3, MV9D6, MV9D9, MV9E4, MV9E5, MV9E6, MV9E7, MV9E8, MV9E9, MV9F4, MV9F5, MV9F6, MV9F7, MV9F8, MV9F9, MV9G4, MV9G5, MV9G6, MV9G7, MV9G8, MV9G9, MV9H3, MV9H4, MV9H5, MV9H6, MV9H7, MV9H8, MV9H9, MV9I, MV9J, MV9K, MV9L, MV9M, MV9N, MV9O, MV9P, NV4I5, NV4I6, NV4I8, NV4I9, NV4J4, NV4J5, NV4J6, NV4J7, NV4J8, NV4J9, NV4K4, NV4K5, NV4K6, NV4K7, NV4K8, NV4K9, NV4L4, NV4L5, NV4L6, NV4L7, NV4L8, NV4L9, NV4M2, NV4M3, NV4M5, NV4M6, NV4M8, NV4M9, NV4N, NV4O, NV4P, NV5I4, NV5I5, NV5I6, NV5I7, NV5I8, NV5I9, NV5J4, NV5J5, NV5J6, NV5J7, NV5J8, NV5J9, NV5K4, NV5K5, NV5K6, NV5K7, NV5K8, NV5K9, NV5L4, NV5L5, NV5L6, NV5L7, NV5L8, NV5L9, NV5M, NV5N, NV5O, NV5P, NV7A2, NV7A3, NV7A4, NV7A5, NV7A6, NV7A7, NV7A8, NV7A9, NV7B, NV7C, NV7D, NV7E, NV7F, NV7G, NV7H, NV7I, NV7J, NV7K, NV7L, NV7M, NV7N, NV7O, NV7P"
9263448,AP_9263499_1599,Brisbane,"NU2C1, NU2C2, NU2C3, NU2D1, NU2D2, NU2D3, NU2D5, NU2D6, NU2D8, NU2D9, NU2H2, NU2H3, NU3A, NU3B, NU3C, NU3D, NU3E1, NU3E2, NU3E3, NU3E5, NU3E6, NU3E8, NU3E9, NU3F, NU3G, NU3H, NU3I2, NU3I3, NU3J1, NU3J2, NU3J3, NU3K1, NU3K2, NU3K3, NU3L1, NU3L2, NU3L3, NT5O4, NT5O5, NT5O6, NT5O7, NT5O8, NT5O9, NT5P4, NT5P5, NT5P6, NT5P7, NT5P8, NT5P9, NT6M4, NT6M5, NT6M6, NT6M7, NT6M8, NT6M9, NT6N4, NT6N5, NT6N6, NT6N7, NT6N8, NT6N9, NT6O4, NT6O5, NT6O6, NT6O7, NT6O8, NT6O9, NT6P4, NT6P5, NT6P6, NT6P7, NT6P8, NT6P9, NT8C, NT8D, NT8G, NT8H, NT8K, NT8L, NT8O, NT8P, NT9"
9263452,AP_9263500_1605,Melbourne,"KX3F7, KX3F8, KX3F9, KX3G7, KX3G8, KX3G9, KX3H4, KX3H5, KX3H6, KX3H7, KX3H8, KX3H9, KX3J, KX3K, KX3L, KX3M6, KX3M8, KX3M9, KX3N, KX3O, KX3P, KX6A2, KX6A3, KX6A5, KX6A6, KX6A8, KX6A9, KX6B, KX6C, KX6D, KX6E2, KX6E3, KX6E5, KX6E6, KX6E8, KX6E9, KX6F, KX6G, KX6H, KX6I2, KX6I3, KX6I5, KX6I6, KX6I8, KX6I9, KX6J, KX6K, KX6L, LX1E4, LX1E7, LX1E8, LX1E9, LX1I, LX1J1, LX1J4, LX1J5, LX1J6, LX1J7, LX1J8, LX1J9, LX1K4, LX1K7, LX1M, LX1N, LX1O, LX4A, LX4B, LX4C, LX4E, LX4F1, LX4F2, LX4F4, LX4F5, LX4F7, LX4F8, LX4I, LX4J1, LX4J2, LX4J4, LX4J5, LX4J7, LX4J8"
9263452,AP_9263500_1610,Canberra,"MX1D1, MX1D2, MX1D3, MX1D6, MX2A1, MX2A2, MX2A3, MX2A4, MX2A5, MX2A6, MX2B1, MX2B2, MX2B3, MX2B4, MX2B5, MX2B6, MX2B8, MX2B9, MX2C, MX2D, MX2G1, MX2G2, MX2G3, MX2H1, MX2H2, MX2H3, MX2H4, MX2H5, MX2H6, MX3, MW1K7, MW1K8, MW1K9, MW1L7, MW1L8, MW1L9, MW1O, MW1P, MW2G8, MW2G9, MW2H, MW2I7, MW2I8, MW2I9, MW2J7, MW2J8, MW2J9, MW2K2, MW2K3, MW2K5, MW2K6, MW2K7, MW2K8, MW2K9, MW2L, MW2M, MW2N, MW2O, MW2P, MW3A, MW3B1, MW3B4, MW3B7, MW3E, MW3F1, MW3F4, MW3F7, MW3I, MW3J1, MW3J4, MW3J5, MW3J6, MW3J7, MW3J8, MW3J9, MW3M, MW3N, MW3O4, MW3O5, MW3O6, MW3O7, MW3O8, MW3O9, MW3P4, MW3P5, MW3P6, MW3P7, MW3P8, MW3P9, MW4C, MW4D, MW4G, MW4H, MW4K, MW4L, MW4O, MW4P, MW5, MW6, MW7C, MW7D, MW7F3, MW7F6, MW7F9, MW7G, MW7H, MW7J, MW7K, MW7L, MW7N1, MW7N2, MW7N3, MW7N6, MW7O1, MW7O2, MW7O3, MW7O4, MW7O5, MW7O6, MW7O9, MW7P, MW8, MW9, NW1M4, NW1M5, NW1M7, NW1M8"
9263452,AP_9263500_1609,Tasmania,"LZ1, LZ2, LZ3, MZ1, LY, MY1, MY4, MY7, KY2, KY3, KY6"
9263452,AP_9263500_1603,Adelaide,"IW3E8, IW3E9, IW3F4, IW3F5, IW3F6, IW3F7, IW3F8, IW3F9, IW3G4, IW3G5, IW3G6, IW3G7, IW3G8, IW3G9, IW3H4, IW3H5, IW3H6, IW3H7, IW3H8, IW3H9, IW3I2, IW3I3, IW3I5, IW3I6, IW3I8, IW3I9, IW3J, IW3K, IW3L, IW3M2, IW3M3, IW3M5, IW3M6, IW3M8, IW3M9, IW3N, IW3O, IW3P, IW6A2, IW6A3, IW6A5, IW6A6, IW6A8, IW6A9, IW6B, IW6C, IW6D, IW6E2, IW6E3, IW6E5, IW6E6, IW6E8, IW6E9, IW6F, IW6G, IW6H, JW1E4, JW1E7, JW1I1, JW1I4, JW1I7, JW1M1, JW1M4, IW3E5, IW3E6"
9263452,AP_9263500_1607,Sydney,"MW3F9, MW3G, MW3H, MW3J2, MW3J3, MW3K, MW3L, MW3O1, MW3O2, MW3O3, MW3P1, MW3P2, MW3P3, NW1A, NW1B, NW1C, NW1D, NW1E, NW1F, NW1G, NW1H, NW1I, NW1J, NW1K, NW1L, NW1M1, NW1M2, NW1M3, MW3F6, MW3F8, NW1N1, NW1N2, NW1N3, NW1O1, NW1O2, NW1O3, NW1P1, NW1P2, NW1P3, MV9D6, MV9D9, MV9E4, MV9E5, MV9E6, MV9E7, MV9E8, MV9E9, MV9F4, MV9F5, MV9F6, MV9F7, MV9F8, MV9F9, MV9G4, MV9G5, MV9G6, MV9G7, MV9G8, MV9G9, MV9H3, MV9H4, MV9H5, MV9H6, MV9H7, MV9H8, MV9H9, MV9I, MV9J, MV9K, MV9L, MV9M, MV9N, MV9O, MV9P, NV4I5, NV4I6, NV4I8, NV4I9, NV4J4, NV4J5, NV4J6, NV4J7, NV4J8, NV4J9, NV4K4, NV4K5, NV4K6, NV4K7, NV4K8, NV4K9, NV4L4, NV4L5, NV4L6, NV4L7, NV4L8, NV4L9, NV4M2, NV4M3, NV4M5, NV4M6, NV4M8, NV4M9, NV4N, NV4O, NV4P, NV5I4, NV5I5, NV5I6, NV5I7, NV5I8, NV5I9, NV5J4, NV5J5, NV5J6, NV5J7, NV5J8, NV5J9, NV5K4, NV5K5, NV5K6, NV5K7, NV5K8, NV5K9, NV5L4, NV5L5, NV5L6, NV5L7, NV5L8, NV5L9, NV5M, NV5N, NV5O, NV5P, NV7A2, NV7A3, NV7A4, NV7A5, NV7A6, NV7A7, NV7A8, NV7A9, NV7B, NV7C, NV7D, NV7E, NV7F, NV7G, NV7H, NV7I, NV7J, NV7K, NV7L, NV7M, NV7N, NV7O, NV7P, MW3B2, MW3B3, MW3B5, MW3B6, MW3B8, MW3B9, MW3C, MW3D, MW3F2, MW3F3, MW3F5"
9263452,AP_9263500_1606,Perth,"BV1E7, BV1E8, BV1E9, BV1F7, BV1F8, BV1F9, BV1G7, BV1G8, BV1G9, BV1H7, BV1H8, BV1H9, BV1I, BV1J, BV1K, BV1L, BV1M, BV1N, BV1O, BV1P, BV2E7, BV2E8, BV2E9, BV2F7, BV2F8, BV2F9, BV2I, BV2J, BV2M, BV2N, BV4A, BV4B, BV4C, BV4D, BV4E, BV4F, BV4G, BV4H, BV4I, BV4J, BV4K, BV4L, BV4M1, BV4M2, BV4M3, BV4N1, BV4N2, BV4N3, BV4O1, BV4O2, BV4O3, BV4P1, BV4P2, BV4P3, BV5A, BV5B, BV5E, BV5F, BV5I, BV5J, BV5M1, BV5M2, BV5M3, BV5N1, BV5N2, BV5N3"
9263452,AP_9263500_1608,Darwin,"GO7C, GO7D, GO7G, GO7H, GO7K, GO7L, GO8A, GO8E, GO8I"
9263452,AP_9263500_1604,Brisbane,"NU2C1, NU2C2, NU2C3, NU2D1, NU2D2, NU2D3, NU2D5, NU2D6, NU2D8, NU2D9, NU2H2, NU2H3, NU3A, NU3B, NU3C, NU3D, NU3E1, NU3E2, NU3E3, NU3E5, NU3E6, NU3E8, NU3E9, NU3F, NU3G, NU3H, NU3I2, NU3I3, NU3J1, NU3J2, NU3J3, NU3K1, NU3K2, NU3K3, NU3L1, NU3L2, NU3L3, NT5O4, NT5O5, NT5O6, NT5O7, NT5O8, NT5O9, NT5P4, NT5P5, NT5P6, NT5P7, NT5P8, NT5P9, NT6M4, NT6M5, NT6M6, NT6M7, NT6M8, NT6M9, NT6N4, NT6N5, NT6N6, NT6N7, NT6N8, NT6N9, NT6O4, NT6O5, NT6O6, NT6O7, NT6O8, NT6O9, NT6P4, NT6P5, NT6P6, NT6P7, NT6P8, NT6P9, NT8C, NT8D, NT8G, NT8H, NT8K, NT8L, NT8O, NT8P, NT9"
9263460,AP_9263513_1623,Brisbane,"NU2C3, NU2D1, NU2D2, NU2D3, NU2D5, NU2D6, NU2D8, NU2D9, NU2H2, NU2H3, NU3A, NU3B, NU3C, NU3D, NU3E1, NU3E2, NU3E3, NU3E5, NU3E6, NU3E8, NU3E9, NU3F, NU3G, NU3H, NU3I2, NU3I3, NU3J1, NU3J2, NU3J3, NU3K1, NU3K2, NU3K3, NU3L1, NU3L2, NU3L3, NT5O4, NT5O5, NT5O6, NT5O7, NT5O8, NT5O9, NT5P4, NT5P5, NT5P6, NT5P7, NT5P8, NT5P9, NT6M4, NT6M5, NT6M6, NT6M7, NT6M8, NT6M9, NT6N4, NT6N5, NT6N6, NT6N7, NT6N8, NT6N9, NT6O4, NT6O5, NT6O6, NT6O7, NT6O8, NT6O9, NT6P4, NT6P5, NT6P6, NT6P7, NT6P8, NT6P9, NT8C, NT8D, NT8G, NT8H, NT8K, NT8L, NT8O, NT8P, NT9, NU2C1, NU2C2"
9263461,AP_9263515_1625,Perth,"BV1E9, BV1F7, BV1F8, BV1F9, BV1G7, BV1G8, BV1G9, BV1H7, BV1H8, BV1H9, BV1I, BV1J, BV1K, BV1L, BV1M, BV1N, BV1O, BV1P, BV2E7, BV2E8, BV2E9, BV2F7, BV2F8, BV2F9, BV2I, BV2J, BV2M, BV2N, BV4A, BV4B, BV4C, BV4D, BV4E, BV4F, BV4G, BV4H, BV4I, BV4J, BV4K, BV4L, BV4M1, BV4M2, BV4M3, BV4N1, BV4N2, BV4N3, BV4O1, BV4O2, BV4O3, BV4P1, BV4P2, BV4P3, BV5A, BV5B, BV5E, BV5F, BV5I, BV5J, BV5M1, BV5M2, BV5M3, BV5N1, BV5N2, BV5N3, BV1E7, BV1E8"
9367136,AP_9367136_1694,Brisbane,"NU2D2, NU2D3, NU2D5, NU2D6, NU2D8, NU2D9, NU2H2, NU2H3, NU3A, NU3B, NU3C, NU3D, NU3E1, NU3E2, NU3E3, NU3E5, NU3E6, NU3E8, NU3E9, NU3F, NU3G, NU3H, NU3I2, NU3I3, NU3J1, NU3J2, NU3J3, NU3K1, NU3K2, NU3K3, NU3L1, NU3L2, NU3L3, NT5O4, NT5O5, NT5O6, NT5O7, NT5O8, NT5O9, NT5P4, NT5P5, NT5P6, NT5P7, NT5P8, NT5P9, NT6M4, NT6M5, NT6M6, NT6M7, NT6M8, NT6M9, NT6N4, NT6N5, NT6N6, NT6N7, NT6N8, NT6N9, NT6O4, NT6O5, NT6O6, NT6O7, NT6O8, NT6O9, NT6P4, NT6P5, NT6P6, NT6P7, NT6P8, NT6P9, NT8C, NT8D, NT8G, NT8H, NT8K, NT8L, NT8O, NT8P, NT9, NU2C1, NU2C2, NU2C3, NU2D1"
9367136,AP_9367136_1695,Melbourne,"KX3F9, KX3G7, KX3G8, KX3G9, KX3H4, KX3H5, KX3H6, KX3H7, KX3H8, KX3H9, KX3J, KX3K, KX3L, KX3M6, KX3M8, KX3M9, KX3N, KX3O, KX3P, KX6A2, KX6A3, KX6A5, KX6A6, KX6A8, KX6A9, KX6B, KX6C, KX6D, KX6E2, KX6E3, KX6E5, KX6E6, KX6E8, KX6E9, KX6F, KX6G, KX6H, KX6I2, KX6I3, KX6I5, KX6I6, KX6I8, KX6I9, KX6J, KX6K, KX6L, LX1E4, LX1E7, LX1E8, LX1E9, LX1I, LX1J1, LX1J4, LX1J5, LX1J6, LX1J7, LX1J8, LX1J9, LX1K4, LX1K7, LX1M, LX1N, LX1O, LX4A, LX4B, LX4C, LX4E, LX4F1, LX4F2, LX4F4, LX4F5, LX4F7, LX4F8, LX4I, LX4J1, LX4J2, LX4J4, LX4J5, LX4J7, LX4J8, KX3F7, KX3F8"
9367136,AP_9367136_1697,Perth,"BV1E7, BV1E8, BV1E9, BV1F7, BV1F8, BV1F9, BV1G7, BV1G8, BV1G9, BV1H7, BV1H8, BV1H9, BV1I, BV1J, BV1K, BV1L, BV1M, BV1N, BV1O, BV1P, BV2E7, BV2E8, BV2E9, BV2F7, BV2F8, BV2F9, BV2I, BV2J, BV2M, BV2N, BV4A, BV4B, BV4C, BV4D, BV4E, BV4F, BV4G, BV4H, BV4I, BV4J, BV4K, BV4L, BV4M1, BV4M2, BV4M3, BV4N1, BV4N2, BV4N3, BV4O1, BV4O2, BV4O3, BV4P1, BV4P2, BV4P3, BV5A, BV5B, BV5E, BV5F, BV5I, BV5J, BV5M1, BV5M2, BV5M3, BV5N1, BV5N2, BV5N3"
9367136,AP_9367136_1696,Adelaide,"IW3E5, IW3E6, IW3E8, IW3E9, IW3F4, IW3F5, IW3F6, IW3F7, IW3F8, IW3F9, IW3G4, IW3G5, IW3G6, IW3G7, IW3G8, IW3G9, IW3H4, IW3H5, IW3H6, IW3H7, IW3H8, IW3H9, IW3I2, IW3I3, IW3I5, IW3I6, IW3I8, IW3I9, IW3J, IW3K, IW3L, IW3M2, IW3M3, IW3M5, IW3M6, IW3M8, IW3M9, IW3N, IW3O, IW3P, IW6A2, IW6A3, IW6A5, IW6A6, IW6A8, IW6A9, IW6B, IW6C, IW6D, IW6E2, IW6E3, IW6E5, IW6E6, IW6E8, IW6E9, IW6F, IW6G, IW6H, JW1E4, JW1E7, JW1I1, JW1I4, JW1I7, JW1M1, JW1M4"
9367781,AP_9367781_1735,Perth,"BV1F8, BV1F9, BV1G7, BV1G8, BV1G9, BV1H7, BV1H8, BV1H9, BV1I, BV1J, BV1K, BV1L, BV1M, BV1N, BV1O, BV1P, BV2E7, BV2E8, BV2E9, BV2F7, BV2F8, BV2F9, BV2I, BV2J, BV2M, BV2N, BV4A, BV4B, BV4C, BV4D, BV4E, BV4F, BV4G, BV4H, BV4I, BV4J, BV4K, BV4L, BV4M1, BV4M2, BV4M3, BV4N1, BV4N2, BV4N3, BV4O1, BV4O2, BV4O3, BV4P1, BV4P2, BV4P3, BV5A, BV5B, BV5E, BV5F, BV5I, BV5J, BV5M1, BV5M2, BV5M3, BV5N1, BV5N2, BV5N3, BV1E7, BV1E8, BV1E9, BV1F7"
9367783,AP_9367783_1737,Brisbane,"NU2C3, NU2D1, NU2D2, NU2D3, NU2D5, NU2D6, NU2D8, NU2D9, NU2H2, NU2H3, NU3A, NU3B, NU3C, NU3D, NU3E1, NU3E2, NU3E3, NU3E5, NU3E6, NU3E8, NU3E9, NU3F, NU3G, NU3H, NU3I2, NU3I3, NU3J1, NU3J2, NU3J3, NU3K1, NU3K2, NU3K3, NU3L1, NU3L2, NU3L3, NT5O4, NT5O5, NT5O6, NT5O7, NT5O8, NT5O9, NT5P4, NT5P5, NT5P6, NT5P7, NT5P8, NT5P9, NT6M4, NT6M5, NT6M6, NT6M7, NT6M8, NT6M9, NT6N4, NT6N5, NT6N6, NT6N7, NT6N8, NT6N9, NT6O4, NT6O5, NT6O6, NT6O7, NT6O8, NT6O9, NU2C1, NU2C2, NT6P4, NT6P5, NT6P6, NT6P7, NT6P8, NT6P9, NT8C, NT8D, NT8G, NT8H, NT8K, NT8L, NT8O, NT8P, NT9"
9369568,AP_9369568_1746,Area 2,"HV1, HV2, HV3, HV4, HV5, HV8, GV1, GV2, GV3, GV6, FT9, GT4, GT5, GT6, GT7, GT8, GT9, HT4, HT5, HT6, HT7, HT8, HT9, FV3, FU3, FU6, FU9, GU, HU, FT6"
9369568,AP_9369568_1747,Area 3,"CW3, DW1, DW2, DW3, CV2, CV3, CV5, CV6, CV9, DV, CU, DU, AU2, AU3, AU6, BU1, BU2, BU3, BU4, BU5, BU6, AT8, AT9"
9369568,AP_9369568_1745,Area 1,"BW1, BW2, BW3, BW5, BW6, CW1, CW2, CW4, AW3, AV9, BV1A, BV1B, BV1C, BV1D, BV1E, BV1F, BV1G, BV1H, BV2A, BV2B, BV2C, BV2D, BV2E, BV2F, BV2G, BV2H, BV2I3, BV2J1, BV2J2, BV2J3, BV2J4, BV2J5, BV2J6, BV2J8, BV2J9, BV2K, BV2L, BV2N2, BV2N3, BV2N5, BV2N6, BV2N8, BV2N9, BV2O, BV2P, BV3, BV4E7, BV4E8, BV4E9, BV4F7, BV4F8, BV4F9, BV4G7, BV4G8, BV4G9, BV4H7, BV4H8, BV4H9, BV4I, BV4J, BV4K, BV4L, BV4M, BV4N, BV4O, BV4P, BV5B2, BV5B3, BV5B5, BV5B6, BV5B8, BV5B9, BV5C, BV5D, BV5E6, BV5E7, BV5E8, BV5E9, BV5F, BV5G, BV5H, BV5I, BV5J, BV5K, BV5L, BV5M, BV5N, BV5O, BV5P, BV6, BV7, BV8, BV9, CV1, CV4, CV7, CV8, AU9, BU7, BU8, BU9"
9369568,AP_9369568_1750,Area 6,"AR9, BR, CR, CT, DT, AT1, AT2, AT3, AT5, AT6, AS2, AS3, AS5, AS6, AS8, AS9, BS, CS, DS, AR8"
9369568,AP_9369568_1748,Area 4,"ET1, ET2, ET3, FT1, FT2, ES, FS1, FS2, FS4, FS5, FS7, FS8, ER, FR1, FR2, FR4, FR5, FR7, FR8, DQ, EQ, EP"
9369568,AP_9369568_1751,Area 7,"IV1, IV2, IV3, IU"
9369568,AP_9369568_1749,Area 5,"LV1, LV2, LV3, LV4, LV5, JU, KU, LU, MU1, MU4, MU7, IT, JT, KT, LT, MT1, MT4, MT7, IS, JS, KS, LS, MS7, KR, LR4, LR7, IQ, JQ, KQ, IP, JP, KP1, KP2, KP4, KP5, KP6, KP7, KP8, KP9, LP4, LP7, GO3, GO4, GO5, GO6, GO7, GO8, GO9, HO, IO, JO, KO1, KO4, KO5, KO7, KO8"
